features,propertyType,zoning,feature_id
"{""architectureType"": ""Log Cabin / Rustic"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""OTHER"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8}",Single Family,Unknown,308
"{""architectureType"": ""Duplex"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 2}",Duplex-Triplex,R4,309
"{""architectureType"": ""Conventional"", ""cooling"": true, ""exteriorType"": ""Stone"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""heating"": true, ""roofType"": ""Composition Shingle"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,RU-1,310
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 3, ""unitCount"": 1}",Condo,Unknown,311
"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""heating"": true, ""roofType"": ""Asphalt"", ""unitCount"": 1}",Condo,Unknown,312
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 4, ""unitCount"": 1}",Condo,Unknown,313
"{""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Wood"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Gravity"", ""roofType"": ""Shingle"", ""roomCount"": 4, ""unitCount"": 1}",Single Family,R3,314
"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Built-in"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,R2,315
"{""foundationType"": ""Concrete Block"", ""unitCount"": 1}",Manufactured,25,316
"{""architectureType"": ""Other"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 6, ""garageType"": ""Underground / Basement"", ""heating"": true, ""heatingType"": ""Gas"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,R1- SUBURB RES,317
"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 5, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roofType"": ""Composition Shingle"", ""roomCount"": 3, ""unitCount"": 1}",Single Family,R-1-12,318
"{""architectureType"": ""Ranch"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,R3,319
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""unitCount"": 1}",Single Family,R-1C,320
"{""architectureType"": ""A-Frame"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5}",Single Family,Unknown,321
"{""architectureType"": ""Condo / Apartment"", ""unitCount"": 1}",Condo,R-1:SINGLE FAM-RES,322
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""fireplace"": true, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""unitCount"": 1, ""pool"": true}",Condo,R2,323
"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Tile"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,324
"{""architectureType"": ""Condo / Apartment"", ""unitCount"": 1}",Condo,Unknown,325
"{""architectureType"": ""Traditional"", ""exteriorType"": ""Concrete Block"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,Unknown,326
"{""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,Unknown,327
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Baseboard"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,Unknown,328
"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""roofType"": ""Shingle"", ""unitCount"": 1}",Single Family,Unknown,329
"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,Unknown,330
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""OTHER"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Electric""}",Single Family,PUD,331
"{""cooling"": true, ""coolingType"": ""Wall"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""heating"": true, ""roofType"": ""Roll Composition"", ""unitCount"": 1}",Single Family,Unknown,332
"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""unitCount"": 1}",Single Family,CU-PDR,333
"{""floorCount"": 1, ""foundationType"": ""Retaining Wall"", ""roomCount"": 6, ""unitCount"": 1}",Condo,Unknown,334
"{""exteriorType"": ""Frame / Aluminum"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Shingle"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,335
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Combination"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""unitCount"": 1}",Single Family,Unknown,336
"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,337
"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,Unknown,338
"{""architectureType"": ""Conventional"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 4, ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Central"", ""garageSpaces"": 1}",Single Family,10-RS6,339
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Log"", ""fireplace"": true, ""heating"": true, ""unitCount"": 1}",Condo,Unknown,340
"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Wood Shingle"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,RD-5,341
"{""architectureType"": ""Condo / Apartment"", ""floorCount"": 2, ""unitCount"": 1}",Townhouse,Unknown,342
"{""architectureType"": ""Colonial Revival""}",Single Family,Unknown,343
"{""floorCount"": 2, ""unitCount"": 1}",Single Family,R3-2,344
"{""architectureType"": ""French Provincial"", ""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 2, ""roomCount"": 6}",Single Family,RM15,345
"{""architectureType"": ""Two Family"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""roofType"": ""Gravel"", ""unitCount"": 2}",Apartment,Unknown,346
"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 4}",Single Family,Unknown,347
"{""architectureType"": ""Traditional"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,R9,348
{},Single Family,R-1:SINGLE FAM-RES,349
"{""architectureType"": ""A-Frame"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Block"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 9}",Single Family,Unknown,350
"{""architectureType"": ""Condo / Apartment""}",Condo,FOLSOM NCT,351
"{""cooling"": true, ""coolingType"": ""Window"", ""exteriorType"": ""Other"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Gravity"", ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,RU17,352
"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,R-8,353
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""OTHER"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 10, ""unitCount"": 1}",Single Family,R100M-SINGLE FAM RES,354
"{""architectureType"": ""Modern"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Tile"", ""roomCount"": 8}",Single Family,Unknown,355
"{""architectureType"": ""Condo / Apartment"", ""fireplace"": true, ""floorCount"": 4, ""heating"": true, ""heatingType"": ""Heat Pump""}",Single Family,LR1 (M),356
"{""architectureType"": ""Duplex"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 2}",Duplex-Triplex,R3-2,357
"{""architectureType"": ""Condo / Apartment"", ""floorCount"": 1}",Condo,Unknown,358
"{""architectureType"": ""Contemporary"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,PD,359
"{""architectureType"": ""Ranch"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",Single Family,R1;SINGLE FAMILY RES.,360
"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stone"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Basement"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,R3,361
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 9}",Single Family,Unknown,362
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Retaining Wall"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Shingle"", ""unitCount"": 1}",Single Family,Unknown,363
"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Maasonry / Stucco"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""pool"": true, ""poolType"": ""Pool and Hot Tub / Spa"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8, ""unitCount"": 1}",Single Family,RSF3.5 SINGLE FAM. RES.,364
"{""architectureType"": ""Modern"", ""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 6, ""unitCount"": 1}",Condo,Unknown,365
"{""exteriorType"": ""Wood"", ""floorCount"": 3, ""unitCount"": 1}",Single Family,OP-1,366
"{""architectureType"": ""Duplex"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""unitCount"": 2}",Duplex-Triplex,"5700:DUPLEXES,GENERAL",367
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,RS2,368
